text,domain
"@dataclass
class Point:
    x: float
    y: float

for i in range(10):
    print(i)

def add(a, b):
    return a + b

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

for i in range(10):
    print(i)
",2
"for i in range(10):
    print(i)

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

def add(a, b):
    return a + b

class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')
",2
"580 - 366 = 214
If x = 104 and y = 519, then x + y equals 623.
Calculate the result of 55 * 83. The answer is 4565.
Calculate the result of 320 + 262. The answer is 582.
99 * 31 = 3069
If x = 4620 and y = 66, then x / y equals 70.0.
Calculate the result of 676 / 26. The answer is 26.0.
27 * 58 = 1566
If x = 908 and y = 873, then x + y equals 1781.
Calculate the result of 86 - 905. The answer is -819.
If x = 3024 and y = 63, then x / y equals 48.0.
511 - 406 = 105
If x = 653 and y = 125, then x + y equals 778.
93 * 26 = 2418
Calculate the result of 778 + 37. The answer is 815.
If x = 938 and y = 104, then x + y equals 1042.
Calculate the result of 89 * 56. The answer is 4984.
Calculate the result of 944 + 29. The answer is 973.
3692 / 52 = 71.0
Calculate the result of 218 - 583. The answer is -365.",1
"Once upon a time, there was a little boy named Tim. Tim loved to eat yogurt. One day, he found an old yogurt cup in his room. It looked ancient. He wanted to know what was inside.

Tim decided to examine the yogurt cup. He opened the lid and looked inside. He saw some yogurt, but it was a strange color. It was not like the yogurt he usually ate.

Tim showed the ancient yogurt cup to his mom. She told him it was too old to eat. Tim was sad, but his mom gave him a new yogurt cup. Tim was happy again. He ate the new yogurt and played with his toys.",0
"4872 / 58 = 84.0
Calculate the result of 139 - 608. The answer is -469.
239 - 307 = -68
Calculate the result of 503 - 920. The answer is -417.
If x = 36 and y = 47, then x * y equals 1692.
Calculate the result of 219 - 967. The answer is -748.
Calculate the result of 128 + 746. The answer is 874.
If x = 75 and y = 4, then x * y equals 300.
Calculate the result of 92 * 61. The answer is 5612.
59 * 5 = 295
2914 / 47 = 62.0
Calculate the result of 299 + 578. The answer is 877.
4900 / 100 = 49.0
552 + 549 = 1101
882 - 462 = 420
14 * 12 = 168
Calculate the result of 849 + 11. The answer is 860.
If x = 2278 and y = 67, then x / y equals 34.0.
If x = 371 and y = 7, then x / y equals 53.0.
Calculate the result of 975 - 112. The answer is 863.
If x = 2077 and y = 67, then x / y equals 31.0.",1
"Once upon a time there were two friends; Ben and Jill.

Ben liked to count numbers. He would number stars and clouds, and trees and leaves. Ben liked to be busy counting the things around him.

One day Jill had an idea. She said to Ben, â€œLetâ€™s go outside and count some wild things!â€ Ben and Jill went outside and saw lots of wild animals. They counted butterflies and birds, and cats and dogs.

But then it started to get cold, and Ben and Jill had to go inside. They counted all the items that were inside - chairs and tables, books and toys - but it wasnâ€™t as much fun as counting wild things outside!",0
"class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

@dataclass
class Point:
    x: float
    y: float

for i in range(10):
    print(i)

class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)
",2
"Once upon a time, there was a happy bird named Blue. Blue loved to fly high in the sky and see all the pretty things down below. One day, Blue saw a big, old mill in the distance. Blue wanted to fly over and see it up close.

But Blue wasn't ready for the big adventure yet. Blue needed to eat and rest first. So, Blue flew to a nearby tree and ate some yummy berries. Then, Blue took a nap in the warm sun.

After eating and resting, Blue felt ready to fly to the mill. But as Blue got closer, a big storm came. The wind was strong and the rain was heavy. Blue tried to fly through the storm, but it was too hard. Blue had to turn back and go home.

The moral of the story is that sometimes we need to be patient and wait until we are ready for big adventures. And sometimes, even when we are ready, things out of our control can happen. But that's okay, because we can always try again another day.",0
"Once upon a time, there was a bunny called Bob. Bob wanted to have the most fancy wire all the other bunnies on the street. 

So, he hopped over to the store and found the fanciest wire he could see. He quickly grabbed it and took it home. 

Once Bob got home he said to himself, ""This wire has to be dry or my plan won't work!"" So Bob opened his window to let the sunshine and wind blow onto the wire. 

After a few hours, Bob's wire was dry and he set to work. He curved the wire into different shapes and the wire looked so fancy and pretty. 

Bob was very proud of his work, and the other bunnies were so impressed that they wanted to have fancy wires of their own. Bob was so happy, and he went on to make many more fancy wires!",0
"Calculate the result of 199 - 130. The answer is 69.
If x = 907 and y = 489, then x + y equals 1396.
If x = 51 and y = 73, then x * y equals 3723.
Calculate the result of 52 * 34. The answer is 1768.
Calculate the result of 6188 / 68. The answer is 91.0.
Calculate the result of 309 - 409. The answer is -100.
If x = 635 and y = 135, then x + y equals 770.
Calculate the result of 174 + 661. The answer is 835.
440 / 20 = 22.0
67 * 87 = 5829
Calculate the result of 687 - 730. The answer is -43.
Calculate the result of 55 * 71. The answer is 3905.
524 - 251 = 273
29 * 44 = 1276
2744 / 28 = 98.0
Calculate the result of 410 + 467. The answer is 877.
Calculate the result of 8 + 755. The answer is 763.
1188 / 22 = 54.0
Calculate the result of 3360 / 40. The answer is 84.0.
Calculate the result of 451 - 891. The answer is -440.
50 * 84 = 4200
Calculate the result of 608 / 16. The answer is 38.0.",1
"import torch
x = torch.randn(3, 3)
y = x @ x.T

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

def add(a, b):
    return a + b

for i in range(10):
    print(i)

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())
",2
"82 * 35 = 2870
If x = 307 and y = 483, then x - y equals -176.
23 * 46 = 1058
Calculate the result of 480 + 613. The answer is 1093.
6080 / 80 = 76.0
Calculate the result of 319 + 835. The answer is 1154.
400 - 566 = -166
725 - 952 = -227
Calculate the result of 354 - 702. The answer is -348.
359 + 710 = 1069
If x = 896 and y = 737, then x - y equals 159.
If x = 393 and y = 325, then x + y equals 718.
Calculate the result of 403 - 693. The answer is -290.
9 * 92 = 828
199 - 74 = 125
Calculate the result of 98 * 46. The answer is 4508.",1
"Every day Daisy liked to practice playing her flute. It was a special red flute which she loved. Her mummy had urged her to play it, and so she did.

One day the flute behaved differently. It felt very tight in her hands. Daisy tried to make a sound, but the flute would not play. No matter how much she urged it, nothing happened.

Mummy tried to help. She urged Daisy to be careful and to think about what the problem could be. They looked and saw the flute was broken. Daisy was sad.

Mummy hugged Daisy tight and told her it was ok. Everything can be fixed. Daisy was happy again. They got a new flute so Daisy could play again.",0
"Once upon a time, there was a little boy named Dylan. He was only three years old, and he was always searching for adventure. One day, he went searching in his house for something special. As he looked around, he noticed a shiny object in a drawer. It was a fine pistol.

Dylan was so happy and he ran to his Mum and said: ""Mum, look what I found! It's a pistol!"" 

His Mum was surprised and said: ""That's very nice, Dylan, but you must never touch it. It's not a toy, okay?""

Dylan nodded and said: ""Okay Mum."" He was sad that he couldn't play with the pistol, but he took it out of the drawer and went searching for something else. 

He found a book and he was so excited. He proudly showed it to his Mum and said: ""Mum, look. I found a book! Can I read it?""

His Mum smiled and said: ""Of course you can, Dylan. That's a very fine book!"" 

Dylan was so happy and he spent the rest of the day reading his new book. He never forgot the fine pistol he had found and the adventures he could have had.",0
"Once upon a time, there was a little girl named Lily. She loved to bake yummy cookies with her mom. One day, she wanted to surprise her mom by baking cookies all by herself. She went to the kitchen and started to mix flour, sugar, and butter. After that, she put the cookies in the oven to bake.

While waiting for the cookies to bake, Lily turned on the radio to listen to some lovely music. She danced around the kitchen, waiting for the cookies to be done. Suddenly, she smelled something burning. She ran to the oven and saw that the cookies were burnt!

Lily was sad, but her mom told her that it's okay to make mistakes and that she should try again. Lily learned that even if things don't turn out perfectly, it's important to keep trying and never give up.",0
"159 + 356 = 515
Calculate the result of 9 + 468. The answer is 477.
If x = 585 and y = 938, then x + y equals 1523.
761 + 872 = 1633
Calculate the result of 602 + 514. The answer is 1116.
284 + 302 = 586
Calculate the result of 366 + 322. The answer is 688.
If x = 192 and y = 60, then x + y equals 252.
405 - 245 = 160
If x = 6816 and y = 96, then x / y equals 71.0.
If x = 1106 and y = 14, then x / y equals 79.0.
Calculate the result of 508 - 631. The answer is -123.
Calculate the result of 67 - 860. The answer is -793.
1100 / 50 = 22.0
Calculate the result of 92 * 87. The answer is 8004.
If x = 888 and y = 74, then x / y equals 12.0.
If x = 71 and y = 37, then x * y equals 2627.
140 / 5 = 28.0
723 - 827 = -104
If x = 240 and y = 16, then x / y equals 15.0.
Calculate the result of 4100 / 100. The answer is 41.0.
If x = 75 and y = 55, then x * y equals 4125.
If x = 241 and y = 965, then x - y equals -724.
If x = 865 and y = 964, then x + y equals 1829.
If x = 67 and y = 95, then x * y equals 6365.",1
"@dataclass
class Point:
    x: float
    y: float

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

for i in range(10):
    print(i)

import torch
x = torch.randn(3, 3)
y = x @ x.T

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())
",2
"If x = 98 and y = 78, then x * y equals 7644.
If x = 552 and y = 937, then x + y equals 1489.
Calculate the result of 4650 / 93. The answer is 50.0.
650 / 65 = 10.0
Calculate the result of 648 / 24. The answer is 27.0.
315 - 504 = -189
300 - 805 = -505
If x = 240 and y = 80, then x / y equals 3.0.
If x = 476 and y = 444, then x - y equals 32.
341 - 143 = 198
265 + 569 = 834
If x = 77 and y = 122, then x + y equals 199.
Calculate the result of 968 + 51. The answer is 1019.
57 + 251 = 308
Calculate the result of 3330 / 74. The answer is 45.0.",1
"Once upon a time, there was a little boy named Timmy. Timmy liked to collect rocks. He had a big jar where he put all the rocks he found. One day, Timmy went for a walk with his mom. They walked a long way and saw many things. Timmy's mom told him about the trees and the flowers they saw. Timmy was happy and not fearful at all.

Suddenly, Timmy saw a big dog. He was scared and wanted to go home. ""Mommy, I'm scared,"" Timmy said. ""Don't be afraid,"" his mom said. ""The dog is friendly."" The dog came to them and Timmy saw that his mom was right. The dog was nice! Timmy petted the dog and the dog licked his face. Timmy smiled and said, ""Can we collect more rocks, mommy?"" His mom smiled and said, ""Sure, let's find some more on the way home.""",0
